time,params,train_pnl,test_pnl
2017-03-01 00:00:00,{'window': 1440},0.0,0.10336630596628216
2017-04-01 00:00:00,{'window': 1440},0.10336630596628216,0.14132665884127116
2017-05-01 00:00:00,{'window': 12960},0.2904670309101194,0.3582930650877423
2017-06-01 00:00:00,{'window': 11520},0.5755919182767386,-0.06683276104531277
2017-07-01 00:00:00,{'window': 1440},0.1184722579530062,0.13312752656518367
2017-08-01 00:00:00,{'window': 4320},0.2437538509079218,0.3985384669913903
2017-09-01 00:00:00,{'window': 5760},0.6250405523695037,-0.04424239364236193
2017-10-01 00:00:00,{'window': 7200},0.06311725256835055,0.21960125205605063
2017-11-01 00:00:00,{'window': 12960},0.26254919501890717,-0.011240755476071285
2017-12-01 00:00:00,{'window': 5760},0.35110862290966316,0.080065189640804
2018-01-01 00:00:00,{'window': 2880},0.27447220209716594,-0.29806180297738594
2018-02-01 00:00:00,{'window': 11520},0.0,0.25927307328436
2018-03-01 00:00:00,{'window': 14400},0.2600945916781683,-0.10412159143029842
2018-04-01 00:00:00,{'window': 1440},-0.05169998488199756,0.0655343075109922
2018-05-01 00:00:00,{'window': 4320},0.27056129397616346,-0.10469592069041567
2018-06-01 00:00:00,{'window': 1440},0.06102166893469385,-0.05221553044284388
2018-07-01 00:00:00,{'window': 2880},0.006514990511811147,0.15578410741333615
2018-08-01 00:00:00,{'window': 8640},0.225592727901053,-0.02451508356306553
2018-09-01 00:11:00,{'window': 5760},-0.005911079387625806,0.0004034722783696765
2018-10-01 00:00:00,{'window': 4320},0.043851697962656644,-0.01704945386711587
2018-11-01 00:00:00,{'window': 10080},0.011795281587974493,-0.03763673634249309
2018-12-01 00:00:00,{'window': 11520},-0.0021140310087167657,0.13546660066597882
2019-01-01 00:00:00,{'window': 11520},0.13546660066597882,-0.13370744890223474
2019-02-01 00:00:00,{'window': 1440},-0.08761223081543945,-0.08799102821010174
2019-03-01 00:00:00,{'window': 4320},0.053569015828743405,0.025310729999394432
2019-04-01 00:00:00,{'window': 4320},0.025310729999394432,0.15300005745992507
2019-05-01 00:00:00,{'window': 12960},0.23168693121528028,0.195103587838938
2019-06-01 00:00:00,{'window': 4320},0.4400630701364667,0.316651316898249
2019-07-01 00:00:00,{'window': 7200},0.3724794742220061,-0.10369588440407251
2019-08-01 00:00:00,{'window': 2880},0.07418798678423744,-0.1562964410314539
2019-09-01 00:00:00,{'window': 11520},0.008676390436654913,-0.03195663409363203
2019-10-01 00:00:00,{'window': 10080},0.04436565353759536,-0.04062393590797975
2019-11-01 00:00:00,{'window': 2880},0.12657376514963992,-0.17349361597145374
2019-12-01 00:00:00,{'window': 8640},-0.06513456405125329,-0.0431494703504004
2020-01-01 00:00:00,{'window': 2880},-0.03710525471341908,0.15859631446914646
2020-02-01 00:00:00,{'window': 14400},0.25389971016917134,0.05683562084415117
2020-03-01 00:00:00,{'window': 7200},0.05879118091501501,-0.24136363842502973
2020-04-01 00:00:00,{'window': 4320},0.03908805259368653,0.1652438804734564
2020-05-01 00:00:00,{'window': 7200},0.24041082859989782,-0.010510075219389847
2020-06-01 00:00:00,{'window': 11520},0.0870670557597637,-0.06574264013916165
2020-07-01 00:00:00,{'window': 2880},-0.030560507546899096,0.15860075869101875
2020-08-01 00:00:00,{'window': 4320},0.22244981801379904,-0.04039857590534357
2020-09-01 00:00:00,{'window': 11520},0.06096581156798386,-0.08430173368044025
2020-10-01 00:00:00,{'window': 4320},-0.04010791241343081,0.25234920294730445
2020-11-01 00:00:00,{'window': 4320},0.25234920294730445,0.2812555642658674
2020-12-01 00:00:00,{'window': 2880},0.3126547896247367,0.2306847708678923
2021-01-01 00:00:00,{'window': 12960},0.490758363600444,0.12805662712163568
2021-02-01 00:00:00,{'window': 12960},0.12805662712163568,0.11774629572979212
2021-03-01 00:00:00,{'window': 1440},0.3907796413296003,0.2088757915753554
2021-04-01 00:00:00,{'window': 1440},0.2088757915753554,-0.003773833543172178
2021-05-01 00:00:00,{'window': 2880},0.0750106911426518,-0.00596825136814727
2021-06-01 00:00:00,{'window': 2880},-0.00596825136814727,-0.012969177373435059
2021-07-01 00:02:00,{'window': 2880},-0.012969177373435059,0.1274671223262449
2021-08-01 00:00:00,{'window': 2880},0.1274671223262449,-0.0014895460401724847
2021-09-01 00:00:00,{'window': 2880},-0.0014895460401724847,-0.15198346590585343
2021-10-01 00:00:00,{'window': 7200},-0.02861864594208463,0.3563872749854693
2021-11-01 00:00:00,{'window': 11520},0.5117886626254167,-0.018460590159724455
2021-12-01 00:00:00,{'window': 14400},0.0,-0.05175513322063752
2022-01-01 00:00:00,{'window': 12960},-0.05141536006238301,-0.06165341471391783
2022-02-01 00:00:00,{'window': 8640},-0.020595014730563577,-0.10319825160611285
2022-03-01 00:00:00,{'window': 4320},0.15503531438430374,-0.015638864878530057
