time,params,train_pnl,test_pnl
2017-04-01 00:00:00,{'threshold': 0.005},0.0,0.08730628224050108
2017-05-01 00:00:00,{'threshold': 0.015},0.1258361620113002,0.0
2017-06-01 00:00:00,{'threshold': 0.005},0.0,0.033895799870382826
2017-07-01 00:00:00,{'threshold': 0.01},0.0841871920624222,0.0371435415101975
2017-08-01 00:00:00,{'threshold': 0.015},0.14510088961584944,0.06670311419018926
2017-09-01 00:00:00,{'threshold': 0.05},0.1304046061047528,0.0
2017-10-01 00:00:00,{'threshold': 0.025},0.43518653060986967,0.0
2017-11-01 00:00:00,{'threshold': 0.01},0.09760990325660002,0.23905555605784867
2017-12-01 00:00:00,{'threshold': 0.01},0.23905555605784867,0.5062630183957211
2018-01-01 00:00:00,{'threshold': 0.01},0.5062630183957211,0.12434090291822675
2018-02-01 00:00:00,{'threshold': 0.01},0.12434090291822675,-0.020884965316072313
2018-03-01 00:00:00,{'threshold': 0.05},0.2403843055495205,-0.328955294053338
2018-04-01 00:00:00,{'threshold': 0.01},0.05802502101604423,0.13177773113420588
2018-05-01 00:00:00,{'threshold': 0.04},0.31977875788382004,-0.1886349345197763
2018-06-01 00:00:00,{'threshold': 0.01},0.05380689556641771,-0.13535700118152028
2018-07-01 00:00:00,{'threshold': 0.005},-0.11713440618832371,0.12315147304790042
2018-08-01 00:00:00,{'threshold': 0.05},0.3169103378531264,0.0
2018-09-01 00:11:00,{'threshold': 0.025},0.26488687181238824,0.0
2018-10-01 00:00:00,{'threshold': 0.02},0.0,0.0
2018-11-01 00:00:00,{'threshold': 0.02},0.0,-0.3336038680394098
2018-12-01 00:00:00,{'threshold': 0.05},-0.30013429817791715,-0.03996839106677175
2019-01-01 00:00:00,{'threshold': 0.025},-0.00030132898349188864,-0.10680008494435356
2019-02-01 00:00:00,{'threshold': 0.01},0.02962305788513775,0.11410788783863701
2019-03-01 00:00:00,{'threshold': 0.02},0.12647060396424004,0.0
2019-04-01 00:00:00,{'threshold': 0.005},0.07551303203340942,0.020417108757264435
2019-05-01 00:00:00,{'threshold': 0.005},0.020417108757264435,0.0
2019-06-01 00:00:00,{'threshold': 0.005},0.0,-0.0425232349237582
2019-07-01 00:00:00,{'threshold': 0.02},0.17234004058923835,-0.3246148813773363
2019-08-01 00:00:00,{'threshold': 0.01},-0.1135588665345767,-0.19196951404899554
2019-09-01 00:00:00,{'threshold': 0.02},0.0,-0.13187126586320363
2019-10-01 00:00:00,{'threshold': 0.01},-0.05378235177103585,-0.10948115830784177
2019-11-01 00:00:00,{'threshold': 0.015},0.03243444779297411,-0.14863715658783627
2019-12-01 00:00:00,{'threshold': 0.045},0.08159242293215807,0.018586268201072675
2020-01-01 00:00:00,{'threshold': 0.03},0.018586268201072675,0.0
2020-02-01 00:00:00,{'threshold': 0.005},0.04324783714108804,0.06691288132210871
2020-03-01 00:00:00,{'threshold': 0.025},0.08996649373377652,-0.19296728625139659
2020-04-01 00:00:00,{'threshold': 0.05},-0.16572367910026942,0.35920402953554986
2020-05-01 00:00:00,{'threshold': 0.045},0.35920402953554986,0.23815167044626206
2020-06-01 00:00:00,{'threshold': 0.035},0.2988342581672061,-0.030715377696711288
2020-07-01 00:00:00,{'threshold': 0.015},0.02008158595513243,0.10511925290466406
2020-08-01 00:00:00,{'threshold': 0.05},0.20318882062248367,0.0
2020-09-01 00:00:00,{'threshold': 0.005},0.13376243263147325,-0.05102570004023543
2020-10-01 00:00:00,{'threshold': 0.05},0.06135592559675085,0.17957525365035054
2020-11-01 00:00:00,{'threshold': 0.03},0.1863283237939779,0.0
2020-12-01 00:00:00,{'threshold': 0.005},0.002156826961040581,-0.022861746480122402
2021-01-01 00:00:00,{'threshold': 0.02},0.0892665356239104,0.0
2021-02-01 00:00:00,{'threshold': 0.005},0.01038490125181979,0.06901387084134503
2021-03-01 00:00:00,{'threshold': 0.01},0.2017525769706754,-0.0010500281119997235
2021-04-01 00:00:00,{'threshold': 0.005},0.18184902918297485,0.02086580604923194
2021-05-01 00:00:00,{'threshold': 0.015},0.06587066237371553,-0.24630491848589242
2021-06-01 00:00:00,{'threshold': 0.045},-0.20917744219316226,-0.05483912327072005
2021-07-01 00:02:00,{'threshold': 0.02},0.1010772821535646,0.1267110070499069
2021-08-01 00:00:00,{'threshold': 0.05},0.18771234331296727,0.0
2021-09-01 00:00:00,{'threshold': 0.015},0.08016064726138494,-0.12550083277596724
2021-10-01 00:00:00,{'threshold': 0.04},-0.005202258251942982,0.0
2021-11-01 00:00:00,{'threshold': 0.005},0.1364267716794052,0.008941231223317248
2021-12-01 00:00:00,{'threshold': 0.01},0.009916812506553185,-0.33122736514610984
2022-01-01 00:00:00,{'threshold': 0.005},-0.27282624055705884,-0.1942511452147917
2022-02-01 00:00:00,{'threshold': 0.005},-0.1942511452147917,0.0317674950171678
2022-03-01 00:00:00,{'threshold': 0.03},0.08115410480980634,0.0
